Posição 1,Posição 2,Posição 3,Posição 4,Posição 5,Posição 6,Posição 7,Posição 8,Posição 9,Posição 10,Posição 11,Posição 12,Posição 13,Posição 14,Posição 15,Posição 16,Posição 17,Posição 18,Posição 19,Posição 20,Posição 21,Posição 22,Posição 23,Posição 24,Posição 25,Posição 26,Posição 27,Posição 28,Posição 29,Posição 30,Posição 31,Posição 32,Posição 33,Posição 34,Posição 35,Posição 36,Posição 37,Posição 38,Posição 39,Posição 40,Posição 41,Posição 42,Melhor jogada,Probabilidade de vitória (%)
,X,,O,,,,,O,X,X,X,,O,,O,O,X,X,,X,,X,O,O,O,,O,X,O,X,O,X,,O,X,O,X,X,X,O,O,6,1.1650680460001004
,X,,O,,,X,,O,X,X,X,,O,,O,O,X,X,,X,,X,O,O,O,,O,X,O,X,O,X,,O,X,O,X,X,X,O,O,4,99.61089494163424
,X,,O,O,,X,,O,X,X,X,,O,,O,O,X,X,,X,,X,O,O,O,,O,X,O,X,O,X,,O,X,O,X,X,X,O,O,2,0.18394934976043806
,X,X,O,O,,X,,O,X,X,X,,O,,O,O,X,X,,X,,X,O,O,O,,O,X,O,X,O,X,,O,X,O,X,X,X,O,O,0,100.0
,X,X,O,O,,X,,O,X,X,X,,O,,O,O,X,X,,X,O,X,O,O,O,,O,X,O,X,O,X,,O,X,O,X,X,X,O,O,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.549641760491298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,32.295373665480426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,19.266714593817397
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,56.183130131873604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.329742082925236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,37.74567842765806
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,43.27647758825863
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,26.625
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,52.522704339051465
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,16.367382984986754
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,70.54549519338251
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,15.663761314113309
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,73.77026271660145
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,18.38837143663562
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,71.94113354414984
,,,X,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,9.93269648284846
,,,X,,,,,,,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,76.04101926662523
,,,X,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,4,9.161840411840412
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,0,75.48518128479013
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,,1,9.714055113570852
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,80.085682697623
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,20.479075932588525
,,,X,,,,,,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,2,75.30517906830626
,,X,X,,,,,,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,19.46326772077014
,,X,X,,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,0,78.49916901510224
,,X,X,,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,,4,5.976321305160596
,,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,,6,96.99156090961799
,,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,X,1,1.190027700831025
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,X,6,99.3471273603857
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,X,X,O,X,X,X,O,X,5,0.6312259591675707
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,99.56567225691913
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,X,,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,0.5639062293721593
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,O,,,X,O,O,O,X,,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,99.53931804841606
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,O,,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,0.28180281075577696
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,99.77521138379048
,O,X,X,O,,,,O,X,O,O,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,0.24179352767085133
,O,X,X,O,,O,,O,X,O,O,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,99.9288180232765
,O,X,X,O,,O,,O,X,O,O,X,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,0.03883854262992417
,O,X,X,O,O,O,,O,X,O,O,X,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,100.0
,O,X,X,O,O,O,,O,X,O,O,X,X,,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,0.0
,O,X,X,O,O,O,,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,100.0
,O,X,X,O,O,O,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.20644048303623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,31.493506493506494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.22180342128153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,55.739898314155745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,31.117266851338876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,38.24604141291108
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,44.12435824301198
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,24.04357066950053
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,53.883235136582755
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,14.147353856796958
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,71.29512062397968
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,1,14.726169126776107
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,71.42193308550185
,,,,,,,,,,,,,,,,,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,21.82337992376112
,,,,,,,,,,,,,,,,O,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,69.41021653307811
,,,,,,,,,X,,,,,,,O,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,24.12355011077805
,,,,,,,,,X,,,,,,,O,,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,75.26583006035061
,,,,,,,,,X,,,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,20.75885513762474
,,,,,,,,,X,,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,75.74836650964899
,,,,,,,,,X,X,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,21.895424836601308
,,,,,,,,O,X,X,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,4,78.75190452006095
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,6,25.294793493378485
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,O,3,75.05827505827506
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,O,6,48.55871241525643
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,O,,O,X,X,X,O,O,6,27.41126451058138
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,6,79.80339924211158
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,6,8.896960078134537
,,,X,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,2,93.49345462613712
,,O,X,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,6,2.513543987019773
,,O,X,,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,0,98.28147271602614
,,O,X,,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,O,O,X,X,X,O,O,1,0.8467661910957244
,X,O,X,,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,O,O,X,X,X,O,O,0,99.68941856265799
,X,O,X,,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,O,O,X,X,X,O,O,4,0.13816142203159154
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,O,O,X,X,X,O,O,5,99.96588544331867
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,5,0.0326598476863467
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,X,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,0,100.0
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,O,X,O,O,O,X,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.18742293464858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,30.804480651731158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,17.55332189262074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,51.14633455986414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.940315315315313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,39.171974522293
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,3,37.9263670817542
,,,,,,,,,,,,,,,,,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,2,48.35963455149502
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,,,,4,47.301173402868315
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,,,5,40.18798716185236
,,,,,,,,,,,,,,,,O,,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,3,49.07421576128539
,,,,,,,,,,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,,,,O,X,X,X,O,,5,38.271925272444214
,,,,,,,,,,,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,3,40.138951142985206
,,,,,,,,,,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,3,56.42112498567992
,,,O,,,,,,,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,2,35.750098957646124
,,,O,,,,,,X,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,,O,,,O,X,X,X,O,,4,60.393222910608166
,,,O,,,,,,X,X,,,,,,O,X,,,,,,O,X,,,,,,X,O,O,O,,,O,X,X,X,O,,5,28.518827630222397
,,,O,,,,,,X,X,,,,,,O,X,,,,,,O,X,,X,,,,X,O,O,O,,,O,X,X,X,O,,4,73.80416854101065
,,,O,,,,,,X,X,,,,,,O,X,,,,,,O,X,O,X,,,,X,O,O,O,,,O,X,X,X,O,,4,11.726708074534162
,,,O,,,,,,X,X,,,,,,O,X,X,,,,,O,X,O,X,,,,X,O,O,O,,,O,X,X,X,O,,2,90.25212740732934
,,O,O,,,,,,X,X,,,,,,O,X,X,,,,,O,X,O,X,,,,X,O,O,O,,,O,X,X,X,O,,4,7.4165235642053045
,,O,O,,,,,,X,X,X,,,,,O,X,X,,,,,O,X,O,X,,,,X,O,O,O,,,O,X,X,X,O,,0,94.80087247564965
,,O,O,,,,,,X,X,X,,,,,O,X,X,,,,,O,X,O,X,,,,X,O,O,O,,O,O,X,X,X,O,,0,3.71708828084667
,,O,O,,,,,,X,X,X,,,,,O,X,X,,,,,O,X,O,X,,X,,X,O,O,O,,O,O,X,X,X,O,,4,96.91619539301267
,,O,O,O,,,,,X,X,X,,,,,O,X,X,,,,,O,X,O,X,,X,,X,O,O,O,,O,O,X,X,X,O,,1,1.636868406440866
,,O,O,O,,,,,X,X,X,,,,,O,X,X,,,,,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,0,98.6110377607605
,,O,O,O,,,,,X,X,X,,,,,O,X,X,,,O,,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,1,0.8195601693757684
,,O,O,O,,,,,X,X,X,,,,,O,X,X,,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,0,99.58302797503222
,,O,O,O,,,,,X,X,X,,,O,,O,X,X,,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,0,0.5488505747126436
,,O,O,O,,,X,,X,X,X,,,O,,O,X,X,,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,0,99.79921335643755
O,,O,O,O,,,X,,X,X,X,,,O,,O,X,X,,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,1,0.22728446717289116
O,,O,O,O,,,X,,X,X,X,,,O,X,O,X,X,,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,1,99.91637876020509
O,,O,O,O,,,X,O,X,X,X,,,O,X,O,X,X,,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,1,0.10471204188481677
O,X,O,O,O,,,X,O,X,X,X,,,O,X,O,X,X,,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,5,100.0
O,X,O,O,O,,,X,O,X,X,X,,,O,X,O,X,X,O,,O,X,O,X,O,X,,X,X,X,O,O,O,,O,O,X,X,X,O,,5,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.174409127954362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,29.15340547422024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,14.49468085106383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,58.162380814793416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,28.352180936995154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,37.87365177195686
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,42.27875313507703
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,24.324324324324326
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,54.528443113772454
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,15.117349286700415
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,69.70260223048327
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,2,15.510481073744534
,,,,,,,,,,,,,,,,O,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,2,79.27064884881662
,,,,,,,,,X,,,,,,,O,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,13.039942165190674
,,,,,,,,,X,,,,,,,O,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,81.17941712204008
,,,,,,,,,X,,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,8.189579299419117
,,,,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,80.63936275200902
,,,X,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,1,8.120739335160588
,,,X,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,79.5400776000757
,,,X,,,,,,X,O,,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,27.013986013986013
,,,X,,,,,,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,59.41972573207976
,,X,X,,,,,,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,43.10708707948166
,,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,60.923746414795765
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,6,36.94235781082324
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,O,0,81.52649633309676
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,O,6,10.288378518390607
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,O,X,O,X,X,X,O,O,6,93.42663273960984
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,6,3.3926218708827407
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,6,97.40993469807029
,X,X,X,,,,,O,X,O,,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,X,O,X,X,X,O,O,0,1.4010467324348108
,X,X,X,,,,,O,X,O,,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,X,O,X,X,X,O,O,6,98.81731253145445
,X,X,X,,,X,,O,X,O,,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,X,O,X,X,X,O,O,5,0.5500423991015974
,X,X,X,,,X,,O,X,O,,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,5,99.5223621363439
,X,X,X,,,X,,O,X,O,,,X,,O,O,X,X,,O,,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,5,0.4211546345644963
,X,X,X,,,X,,O,X,O,,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,4,99.67434869739479
,X,X,X,,,X,,O,X,O,X,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,4,0.15848473134905297
,X,X,X,O,,X,,O,X,O,X,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,0,99.93818193057831
,X,X,X,O,,X,,O,X,O,X,,X,,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,0,0.032121946589963354
,X,X,X,O,,X,,O,X,O,X,,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,5,100.0
,X,X,X,O,,X,,O,X,O,X,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,O,O,X,O,X,X,X,O,O,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17.465130382049725
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,29.64705882352941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.904990980156345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,54.67303672738131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,30.266966870376326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,40.61981184283343
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,41.947449768160745
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,23.144104803493452
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,55.31385954008701
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,14.525862068965518
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,70.52741635687732
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,1,15.999670619235836
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,69.86768243785085
,,,,,,,,,,,,,,,,,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,21.159075458871516
,,,,,,,,,,,,,,,,O,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,67.64239365537131
,,,,,,,,,X,,,,,,,O,,X,,,,X,O,,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,24.57616151158276
,,,,,,,,,X,,,,,,,O,,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,73.27198577852138
,,,,,,,,,X,,,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,20.11845810272842
,,,,,,,,,X,,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,3,75.59668777398927
,,,,,,,,,X,X,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,22.351346116598876
,,,,,,,,O,X,X,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,4,78.43763772587042
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,6,25.700446386171528
,,,,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,O,3,73.88767790742403
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,O,6,53.45506132161816
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,O,,O,X,X,X,O,O,6,29.4
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,6,77.84265386445223
,,,X,,,,,O,X,X,X,,,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,6,10.103815839727787
,,,X,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,2,93.47939775948915
,,O,X,,,,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,6,2.46420704845815
,,O,X,,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,,O,X,X,X,O,O,0,98.19133469031695
,,O,X,,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,O,O,X,X,X,O,O,4,0.8563973326791409
,,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,O,O,O,X,X,X,O,O,0,99.6846274203012
,,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,O,O,X,X,X,O,O,1,0.14663408131526326
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,O,O,X,X,X,O,O,5,99.96785857774206
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,5,0.03416679608634881
